"Timestamp"	"Коротко про те, ким ви працюєте:"	"category"	"probability"	"speciality_auto_detected"	"Чи вважаєте Ви COVID-19 небезпечним респіраторним захворюванням?"	"Чи довіряєте Ви уряду щодо кампанії вакцинації від COVID-19?"	"Чи довіряєте Ви сфері медицини, окрім кампанії вакцинації?"	"В цілому, я довіряю новинам:"	"Я вважаю, що усунення від роботи невакцинованих співробітників погіршує ситуацію:"	"Як багато Ваших знайомих вакциновано?"	"Як ваше рішення щодо вакцинації позначилося на ставленні людей до вас?"	"Як епідемія вплинула на ваших знайомих?"	"Ви готові придбати або вже придбали підроблений сертифікат COVID-19:"	"Крім питання персональної довіри до вакцин, в цілому ви ставитеся до вакцинації від COVID-19:"	"Ви вакциновані:"	"Незалежно від позиції по вакцинації, ви відстоюєте її:"	"Ви часто приєднуєтеся до громадських мітингів на важливі для вас теми:"	"У чому, на вашу думку, основна причина відмови людей від вакцинації?"	"Ваш вік"	"basic_classification"	"modified_classification"	"Недовіра"	"Конспірологічні"	"Соціальні"	"Дезінформація"
"12/10/2021 16:10:56"	"Инженер"	"2-1"	1	"інженер"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Так"	"Негативно"	"Ні"	"Ні"	"Ні"	"Нет эпилемии"	"45-60"	"Професіонали"	"Спеціальності науково-технічної спрямованості"		1		
"12/10/2021 16:12:55"	"Освіта"	"2-5"			"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше так"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Важко відповісти"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"Неповна інформація про склад і наслідки"	"35-45"	"Професіонали"	"Спеціальності сфери освіти"				1
"12/10/2021 16:18:05"	"Менеджер"	"1-7"	1	"менеджер"	"Ні, не вважаю"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Важко відповісти"	"Ніхто"	"Ніяк не позначилося"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Негативно"	"Ні"	"Ні"	"Так"	"Вакцина не випробувана, люди, які вже зробилення, отримують тяжкі негативні, а інколи безповоротні наслідки пошкодження здоров’я після вакцинації"	"25-35"	"ЗВДСКМ(У)"	"Керівні спеціальності"				1
"12/10/2021 16:30:53"	"Спорт клуб"	"3-11"	0.714285714285714	"спортсмен"	"Ні, не вірю в його існування"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Негативно"	"Ні"	"Ні"	"Так"	"Я вообще против таблеток  и уколов, стараюсь лечится народными средствами "	"45-60"	"Фахівці"	"Інші спеціальності"				1
"12/10/2021 16:33:34"	"Безробітний"	"10-10"	0.857142857142857	"безробітна"	"Ні, не вірю в його існування"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Близько чверті знайомих"	"Далося взнаки негативно, відчуваю засудження"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Негативно"	"Ні"	"Так"	"Ні"	"Те що примушують"	"45-60"	"Незайняті (пенсіонери, безробітні, декрет)"	"Спеціальність невідома"			1	
"12/10/2021 16:39:01"	"Чп"	"1-7"	1	"пп"	"Ні, не вірю в його існування"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Близько половини знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Скоріше негативно"	"Ні"	"Так"	"Ні"	"Не довирие "	"35-45"	"ЗВДСКМ(У)"	"Керівні спеціальності"	1			
"12/10/2021 16:44:09"	"Нет"	"10-10"	1	"ні"	"Ні, не вірю в його існування"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Ні"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Негативно"	"Ні"	"Ні"	"Ні"	"Це все надумано, а людей залякують. Є грип та інші простудні захворювання, але ковід нам нав'язують заморські пани"	"60+"	"Незайняті (пенсіонери, безробітні, декрет)"	"Спеціальність невідома"		1		
"12/10/2021 17:08:54"	"Керівник "	"1-7"			"Ні, не вважаю"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Ніхто"	"Далося взнаки позитивно, відчуваю підтримку"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"У розумінні та розпізнанні врання та зовсім НЕ благих спроб маніпуляцій по відношенню до людей - їх прав, свободи, здоров‘я та життя."	"35-45"	"ЗВДСКМ(У)"	"Керівні спеціальності"	1	1		
"12/10/2021 17:11:02"	"Budowlaniec "	"7-1"			"Ні, не вважаю"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Ні"	"Так"	"На мою думку, це йде стерилізація населення, щоб не виправданими способами зменшити популяцію людей на землі. "	"25-35"	"Кваліфіковані робітники з інструментом"	"Спеціальності науково-технічної спрямованості"		1		
"12/10/2021 17:57:29"	"Не працюю "	"10-10"	1	"не працюю"	"Ні, не вважаю"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Важко відповісти"	"Близько трьох чвертей знайомих"	"Ніяк не позначилося"	"Важко відповісти"	"Так"	"Негативно"	"Ні"	"Ні"	"Так"	"Недовери до медицины и власти .  Почему к онкологии не привязано сколько внимания , это на много страшнее , и безсимптомнее короны ((("	"35-45"	"Незайняті (пенсіонери, безробітні, декрет)"	"Спеціальність невідома"	1			
"12/10/2021 18:04:36"	"фоп"	"1-7"			"Так, вважаю"	"Ні, не довіряю"	"Так, довіряю"	"Ні"	"Так"	"Ніхто"	"Далося взнаки позитивно, відчуваю підтримку"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Позитивно"	"Ні"	"Так"	"Так"	"срок вакцини"	"35-45"	"ЗВДСКМ(У)"	"Керівні спеціальності"				1
"12/10/2021 18:04:51"	"Студет"	"11-10"	0.923076923076923	"студент"	"Так, вважаю"	"Скоріше ні"	"Так, довіряю"	"Так"	"Так"	"Близько половини знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Скоріше позитивно"	"Ні"	"Ні"	"Ні"	"Вакцинація добровільна, але людей примушують вакцинуватися порушуючи цим права та свободи громадян"	"16-25"	"Незайняті (школярі, студенти)"	"Спеціальність невідома"			1	
"12/10/2021 18:07:11"	"пенсионер"	"10-10"	1	"пенсіонер"	"Ні, не вірю в його існування"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Близько половини знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Ні"	"Ні"	"тяжёлые побочные последствия"	"60+"	"Незайняті (пенсіонери, безробітні, декрет)"	"Спеціальність невідома"				1
"12/10/2021 18:08:00"	"юрист"	"2-6"	1	"юрист"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше так"	"Ні"	"Так"	"Близько трьох чвертей знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Ні"	"Ні"	"вакцина є небезпечною, яка призводить до ускладнень і зниження імунітету"	"45-60"	"Професіонали"	"Юридичні спеціальності"				1
"12/10/2021 18:24:15"	"Экономист"	"3-3"	1	"економіст"	"Так, вважаю"	"Ні, не довіряю"	"Скоріше так"	"Так"	"Так"	"Близько трьох чвертей знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Так"	"Негативно"	"Ні"	"Так"	"Так"	"Вакцинация должна быть ДОБРОВОЛЬНОЙ. Нельзя разделять людей на вакцинированных и нет, нарушать их конституционные права: на труд, здоровье, свободу перемещения. "	"45-60"	"Фахівці"	"Спеціальності сфера фінансів"			1	
"12/10/2021 18:33:04"	"Дизайнер "	"2-8"	1	"дизайнер"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Близько чверті знайомих"	"Далося взнаки негативно, відчуваю засудження"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Скоріше негативно"	"Ні"	"Ні"	"Ні"	"Люди включают мозг"	"25-35"	"Професіонали"	"Творчі та гуманітарні спеціальності"		1		
"12/10/2021 18:36:25"	"Юрист"	"2-6"	1	"юрист"	"Ні, не вірю в його існування"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Близько половини знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"Не несе користі"	"35-45"	"Професіонали"	"Юридичні спеціальності"				1
"12/10/2021 18:51:10"	"домогосподарка"	"10-10"	1	"домогосподарка"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"не потрібна вакцинація від цієї хвороби"	"35-45"	"Незайняті (пенсіонери, безробітні, декрет)"	"Спеціальність невідома"				1
"12/10/2021 20:30:53"	"Менеджер"	"1-7"	1	"менеджер"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше так"	"Ні"	"Так"	"Близько чверті знайомих"	"Далося взнаки позитивно, відчуваю підтримку"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Ні"	"Ні"	"Порушує права людини"	"35-45"	"ЗВДСКМ(У)"	"Керівні спеціальності"			1	
"12/10/2021 21:57:25"	"Вчитель"	"2-5"	1	"вчитель"	"Ні, не вважаю"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"Не має довіри до алади"	"45-60"	"Професіонали"	"Спеціальності сфери освіти"	1			
"12/10/2021 21:58:26"	"У лікарні"	"2-2"	0.714285714285714	"лікар"	"Ні, не вважаю"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Ні"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Ні"	"Так"	"Це не е вакцинація"	"25-35"	"Професіонали"	"Спеціальності сфери охорони здоров’я"		1		
"12/10/2021 22:01:31"	"Інженер"	"2-1"	1	"інженер"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Близько половини знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"Способность думать самостоятельно"	"35-45"	"Професіонали"	"Спеціальності науково-технічної спрямованості"				
"12/10/2021 22:10:58"	"Freelance "	"3-10"			"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Ні"	"Ні"	"Нелогичность во всём"	"35-45"	"Фахівці"	"Спеціальність невідома"	1			
"12/10/2021 22:14:23"	"Домогосподарка"	"10-10"	1	"домогосподарка"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Негативно"	"Ні"	"Так"	"Ні"	"Вакцина не пройшла клінічних випробувань"	"35-45"	"Незайняті (пенсіонери, безробітні, декрет)"	"Спеціальність невідома"				1
"12/10/2021 22:26:46"	"маркетолог"	"2-4"	1	"маркетолог"	"Так, вважаю"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Близько трьох чвертей знайомих"	"Ніяк не позначилося"	"Важко відповісти"	"Ні"	"Скоріше негативно"	"Ні"	"Ні"	"Ні"	"1. вакцинация не способна остановить пандемию 2. даже по данным заинтересованного органа такого как ВОЗ кол-во побочных эффектов в сотню раз превышает побочные эффекты от других вакцин и препаратов. 3. препарат для экстренного применения нельзя колоть всем подряд."	"45-60"	"Професіонали"	"Спеціальності сфери послуг"				1
"12/10/2021 22:29:05"	"Пенсионео"	"10-10"	0.888888888888889	"пенсіонер"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше так"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Так"	"Негативно"	"Ні"	"Так"	"Так"	"Сговор фврмкомпаний и, ВОЗ иправительств"	"60+"	"Незайняті (пенсіонери, безробітні, декрет)"	"Спеціальність невідома"		1		
"12/10/2021 22:29:19"	"Адміністратор веб-сайту"	"1-7"	0.722222222222222	"адміністратор"	"Так, вважаю"	"Ні, не довіряю"	"Скоріше так"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Скоріше негативно"	"Ні"	"Так"	"Ні"	"Це особиста справа кожної людини"	"45-60"	"ЗВДСКМ(У)"	"Керівні спеціальності"			1	
"12/10/2021 22:31:19"	"Пенсионер"	"10-10"	1	"пенсіонер"	"Ні, не вірю в його існування"	"Ні, не довіряю"	"Скоріше так"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Так"	"Негативно"	"Ні"	"Так"	"Так"	"Сговор фармы и чиновников"	"60+"	"Незайняті (пенсіонери, безробітні, декрет)"	"Спеціальність невідома"		1		
"12/10/2021 22:47:24"	"Домохозя1ка"	"10-10"	0.909090909090909	"домогосподарка"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Так"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Серед знайомих ніхто не захворів"	"Ні"	"Негативно"	"Ні"	"Ні"	"Так"	"Не кто не берет на себя ответственности отпоследстви1"	"45-60"	"Незайняті (пенсіонери, безробітні, декрет)"	"Спеціальність невідома"				1
"12/10/2021 23:50:26"	"Інженер"	"2-1"	1	"інженер"	"Ні, не вважаю"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Ні"	"Ні"	"Проводять досліди, людей вважають ідіотами"	"35-45"	"Професіонали"	"Спеціальності науково-технічної спрямованості"		1		
"12/11/2021 0:16:49"	"Не работаю"	"10-10"	1	"не працюю"	"Ні, не вірю в його існування"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Серед знайомих ніхто не захворів"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"Мы не крысы,а люди,чтобы на нас проводили опыты,пусть наше государство себе и своим близким колят эту вакцину 😡😡😡"	"45-60"	"Незайняті (пенсіонери, безробітні, декрет)"	"Спеціальність невідома"		1		
"12/11/2021 1:09:16"	"Оператор автозавод"	"3-1"			"Ні, не вважаю"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Скоріше негативно"	"Ні"	"Ні"	"Ні"	"Вакцина змінює гени"	"45-60"	"Фахівці"	"Спеціальності науково-технічної спрямованості"				1
"12/11/2021 7:27:10"	"Маркетолог"	"2-4"	1	"маркетолог"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше так"	"Так"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Позитивно"	"Ні"	"Так"	"Ні"	"Побічки, за які ніхто не несе відповідальності"	"35-45"	"Професіонали"	"Спеціальності сфери послуг"				1
"12/11/2021 7:44:54"	"Представник торговий"	"5-4"	0.75	"торгівельник(2)"	"Ні, не вважаю"	"Скоріше ні"	"Ні, не довіряю"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Скоріше негативно"	"Ні"	"Ні"	"Так"	"Замалий термін випробовування вакцини, невідомо як люди будуть себе почувати через рік два . І я рахую що це має бути добровільно , хто боїться і вірить хай вакцинуються, а не створювати людям умови щоб з хати не могли вийти бо ти невакцинований і не було б потреби комусь підробляти сертифікати."	"45-60"	"Працівники сфери торгівлі та послуг"	"Спеціальності сфери послуг"			1	1
"12/11/2021 7:45:37"	"Тимчасово безробітна"	"10-10"	1	"безробітна(2)"	"Ні, не вважаю"	"Ні, не довіряю"	"Так, довіряю"	"Так"	"Так"	"Всі або майже всі"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"У тому що рак безкоштовно ніхто не лікує, а тут раптом уряди усіх країн почали переживать за людей. Рак забирає більше життів, ковід це не чума. При чумі помирало 80-85 відсотків жителів міста, ото справжня пандемія. В Україні проблема онкології на першому місці!!!"	"25-35"	"Незайняті (пенсіонери, безробітні, декрет)"	"Спеціальність невідома"	1			
"12/11/2021 10:21:04"	"Менеджер"	"1-7"	1	"менеджер"	"Ні, не вірю в його існування"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Ніхто"	"Ніяк не позначилося"	"Серед знайомих ніхто не захворів"	"Ні"	"Негативно"	"Ні"	"Ні"	"Ні"	"У її шкідливості"	"45-60"	"ЗВДСКМ(У)"	"Керівні спеціальності"				1
"12/11/2021 12:01:32"	"Бухгалтер"	"3-3"	1	"бухгалтер"	"Ні, не вважаю"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Ні"	"Ні"	"Вакцина наносит вред здоровью людей"	"45-60"	"Фахівці"	"Спеціальності сфера фінансів"				1
"12/11/2021 13:32:09"	"Домогосподарка"	"10-10"	1	"домогосподарка"	"Ні, не вважаю"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Негативно"	"Ні"	"Так"	"Ні"	"Недовира"	"35-45"	"Незайняті (пенсіонери, безробітні, декрет)"	"Спеціальність невідома"	1			
"12/11/2021 15:38:45"	"Водитель"	"8-4"	1	"водій"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше так"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Негативно"	"Ні"	"Ні"	"Так"	"Опыты делают на людях"	"45-60"	"РОЕКРТУСУМ"	"Спеціальності сфери послуг"		1		
"12/11/2021 17:46:36"	"Не працюю"	"10-10"	1	"не працюю"	"Так, вважаю"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Ніхто"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Ні"	"Тому шо уряд не бере на себе вiдровiдальнiсть за наслiдки вакцинацii,  вважаю, що вакцина не пройшла належне тестування."	"45-60"	"Незайняті (пенсіонери, безробітні, декрет)"	"Спеціальність невідома"				1
"12/11/2021 17:46:49"	"Не працюю"	"10-10"	1	"не працюю"	"Так, вважаю"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Ніхто"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Ні"	"Тому шо уряд не бере на себе вiдровiдальнiсть за наслiдки вакцинацii,  вважаю, що вакцина не пройшла належне тестування."	"45-60"	"Незайняті (пенсіонери, безробітні, декрет)"	"Спеціальність невідома"				
"12/11/2021 18:28:47"	"Пенсионер"	"10-10"	1	"пенсіонер"	"Ні, не вважаю"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Ніхто"	"Далося взнаки позитивно, відчуваю підтримку"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Ні"	"Так"	"Не эффективность вакцины"	"60+"	"Незайняті (пенсіонери, безробітні, декрет)"	"Спеціальність невідома"				1
"12/11/2021 18:29:59"	"В садочку"	"5-5"			"Ні, не вірю в його існування"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Серед знайомих ніхто не захворів"	"Ні"	"Скоріше негативно"	"Ні"	"Ні"	"Так"	"Тому що це вигадана хвороба, всіх хто вмирає списують на неї навіть  якщо вони по іншій причині померли."	"25-35"	"Працівники сфери торгівлі та послуг"	"Спеціальності сфери освіти"		1		
"12/11/2021 20:13:29"	"Не имеет значения "	"10-10"	0.8	"ні"	"Ні, не вірю в його існування"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Ніхто"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Ні"	"Ні"	"Разум ."	"35-45"	"Незайняті (пенсіонери, безробітні, декрет)"	"Спеціальність невідома"		1		
"12/11/2021 21:58:06"	"Пенсіонерка"	"10-10"	0.9	"пенсіонер"	"Ні, не вірю в його існування"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Близько половини знайомих"	"Далося взнаки негативно, відчуваю засудження"	"Серед знайомих є загиблі"	"Ні"	"Негативно"	"Ні"	"Ні"	"Ні"	"Глобалісти знищують  народ"	"60+"	"Незайняті (пенсіонери, безробітні, декрет)"	"Спеціальність невідома"		1		
"12/11/2021 23:49:40"	"Технік"	"3-1"			"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Ніхто"	"Далося взнаки позитивно, відчуваю підтримку"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Ні"	"Ні"	"Це заговір проти народу"	"45-60"	"Фахівці"	"Спеціальності науково-технічної спрямованості"		1		
"12/12/2021 1:35:18"	"Домогосподарка"	"10-10"	1	"домогосподарка"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Важко відповісти"	"Ніхто"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Скоріше негативно"	"Ні"	"Ні"	"Ні"	"Тому, що вакцинацiя навязуеться. Люди створенi  таким чином, що все, що навязуеться, автоматично рахуеться шкiдливим. Кожен мае приймати вiльне рiшення до будь- яких медичних втручань. Це право живоi людини. Людина мае свiй iмунiтест, якщо постiйно приймати вакцину, чи хiмiчнi препарати, то iмунна система перестане працювати."	"45-60"	"Незайняті (пенсіонери, безробітні, декрет)"	"Спеціальність невідома"			1	1
"12/12/2021 13:50:01"	"Громадянин - підприємець"	"1-7"	0.711111111111111	"приватний підприємець"	"Ні, не вірю в його існування"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Ніхто"	"Ніяк не позначилося"	"Серед знайомих ніхто не захворів"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"ніякого віруса нема, і не потрібно ніякої вакцини і вакцинації. А натомість є слабкий імунітет, який не здатний боротися ні з якою інфекцією.
"	"35-45"	"ЗВДСКМ(У)"	"Керівні спеціальності"		1		1
"12/12/2021 15:37:23"	"Не працюю."	"10-10"	0.947368421052632	"не працюю"	"Так, вважаю"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Близько половини знайомих"	"Ніяк не позначилося"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Скоріше негативно"	"Ні"	"Ні"	"Ні"	"Есть хронические заболеаания и занижен иммунитет."	"45-60"	"Незайняті (пенсіонери, безробітні, декрет)"	"Спеціальність невідома"				1
"12/12/2021 19:54:55"	"Медицина"	"2-2"			"Ні, не вважаю"	"Ні, не довіряю"	"Так, довіряю"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Ні"	"Так"	"Відсутність відповідальності тих хто так активно просуває цей метод профілактики, який зовсім не відповідає визначенню «профілактика», адже не запобігає виникнення захворювання, абсолютне заперечення цими людьми поняття природній имунитет. "	"45-60"	"Професіонали"	"Спеціальності сфери охорони здоров’я"			1	1
"12/12/2021 20:14:41"	"Мебельщик"	"7-1"			"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"Віра в те, що імунітет людини є найкращим лікарем"	"35-45"	"Кваліфіковані робітники з інструментом"	"Спеціальності науково-технічної спрямованості"				1
"12/12/2021 20:45:02"	"Рабочий"	"9-9"	0.736842105263158	"різноробочий"	"Так, вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Ні"	"Ні"	"Вакцины нет"	"35-45"	"Найпростіші професії"	"Сфера обслуговування"		1		
"12/12/2021 20:45:29"	"Держслужбовець"	"5-4"	1	"держслужбовець"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Всі або майже всі"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Так"	"Негативно"	"Ні"	"Ні"	"Так"	"Сильно розпіарено "	"25-35"	"Працівники сфери торгівлі та послуг"	"Спеціальності сфери послуг"				
"12/12/2021 21:57:14"	"Врач"	"2-2"	1	"лікар"	"Ні, не вірю в його існування"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Ні"	"Близько чверті знайомих"	"Далося взнаки позитивно, відчуваю підтримку"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Ні"	"Так"	"Не верят, что вакцина необходима и что она разработана по всем правилам"	"60+"	"Професіонали"	"Спеціальності сфери охорони здоров’я"	1			
"12/12/2021 23:08:20"	"Программист"	"2-1"	1	"програміст"	"Так, вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Важко відповісти"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Скоріше позитивно"	"Ні"	"Так"	"Так"	"Низький рівень довіри до виробників і постачальників вакцини."	"35-45"	"Професіонали"	"Спеціальності науково-технічної спрямованості"	1			
"12/13/2021 0:00:49"	"Домохозяйка"	"10-10"	1	"домогосподарка"	"Ні, не вважаю"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Ні"	"Близько чверті знайомих"	"Далося взнаки позитивно, відчуваю підтримку"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"Люди убеждены в том что в вакцине нет необходимости в также опасаются побочных эффектов от нее"	"35-45"	"Незайняті (пенсіонери, безробітні, декрет)"	"Спеціальність невідома"				1
