Timestamp	Коротко про те, ким ви працюєте:	Чи вважаєте Ви COVID-19 небезпечним респіраторним захворюванням?	Чи довіряєте Ви уряду щодо кампанії вакцинації від COVID-19?	Чи довіряєте Ви сфері медицини, окрім кампанії вакцинації?	В цілому, я довіряю новинам:	Я вважаю, що усунення від роботи невакцинованих співробітників погіршує ситуацію:	Як багато Ваших знайомих вакциновано?	Як ваше рішення щодо вакцинації позначилося на ставленні людей до вас?	Як епідемія вплинула на ваших знайомих?	Ви готові придбати або вже придбали підроблений сертифікат COVID-19:	Крім питання персональної довіри до вакцин, в цілому ви ставитеся до вакцинації від COVID-19:	Ви вакциновані:	Незалежно від позиції по вакцинації, ви відстоюєте її:	Ви часто приєднуєтеся до громадських мітингів на важливі для вас теми:	У чому, на вашу думку, основна причина відмови людей від вакцинації?	Ваш вік
12/21/2021 8:45:37	Бухгалтер	Так, вважаю	Скоріше так	Скоріше так	Так	Важко відповісти	Всі або майже всі	Ніяк не позначилося	Мої знайомі перехворіли без особливих ускладнень	Ні	Скоріше позитивно	Так	Так	Ні	Незнання. Недостатньо ознайомлені з доказовими джерелами інформації про виготовлення вакцини, дослідження вакцини, можливі наслідки вакцинації. Чомусь нереальна інформація швидко поширюється у соцмережах (наприклад, чіпування і т.д.), а справжню потрібно шукати. Людям потрібно правильно донести інформацію про вакцинацію, заспокоїти, розповідати про переваги.	25-35
12/21/2021 8:45:39	Фахівець студ відділу в університеті	Так, вважаю	Скоріше так	Так, довіряю	Ні	Так	Близько трьох чвертей знайомих	Ніяк не позначилося	Серед знайомих є загиблі	Ні	Позитивно	Так	Ні	Ні	. Погана обізнаність людей	25-35
12/21/2021 8:50:49	Адміністратор салону краси	Так, вважаю	Так, довіряю	Так, довіряю	Ні	Важко відповісти	Близько трьох чвертей знайомих	Далося взнаки позитивно, відчуваю підтримку	Серед знайомих є люди з ускладненнями	Ні	Позитивно	Так	Так	Ні	В тупості і вірі в чіпування і тд. Ніхто не хоче звертатися до наукових джерел, проте коментарі в соц мережах для них достовірне джерело правдивої інформації.	16-25
12/21/2021 8:51:13	Маркетолог	Так, вважаю	Скоріше так	Скоріше так	Ні	Важко відповісти	Близько чверті знайомих	Ніяк не позначилося	Серед знайомих є загиблі	Ні	Скоріше позитивно	Так	Ні	Ні	-	25-35
12/21/2021 8:51:41	Психолог	Так, вважаю	Скоріше ні	Так, довіряю	Ні	Так	Близько трьох чвертей знайомих	Далося взнаки негативно, відчуваю засудження	Серед знайомих є загиблі	Ні	Позитивно	Так	Так	Ні	Довіра фейкам і пліткам, паніка	25-35
12/21/2021 8:54:04	Державна служба	Так, вважаю	Так, довіряю	Скоріше ні	Так	Важко відповісти	Близько чверті знайомих	Далося взнаки негативно, відчуваю засудження	Мої знайомі перехворіли без особливих ускладнень	Ні	Позитивно	Так	Так	Ні	Недовіра до швидкої появи вакцини, недовіра до медицини, правління в цілому	25-35
12/21/2021 8:56:36	Інженер	Так, вважаю	Так, довіряю	Скоріше ні	Ні	Ні	Всі або майже всі	Ніяк не позначилося	Серед знайомих є загиблі	Ні	Скоріше позитивно	Так	Так	Ні	Низький рівень освіти	25-35
12/21/2021 8:57:04	Військова	Ні, не вважаю	Ні, не довіряю	Скоріше ні	Ні	Так	Всі або майже всі	Ніяк не позначилося	Мої знайомі перехворіли без особливих ускладнень	Ні	Негативно	Так	Так	Так	Насилля в її навязуванні	35-45
12/21/2021 8:59:09	Менеджер	Так, вважаю	Так, довіряю	Скоріше так	Ні	Ні	Близько половини знайомих	Ніяк не позначилося	Серед знайомих є загиблі	Ні	Позитивно	Так	Ні	Так	"Необразованность. Упорство на тему ""я верю в ненаучную фигню, а ваша доказательная медицина - ерунда"""	35-45
12/21/2021 9:01:48	Розробниця програмного забезпечення	Так, вважаю	Так, довіряю	Скоріше так	Ні	Ні	Близько трьох чвертей знайомих	Далося взнаки позитивно, відчуваю підтримку	Мої знайомі перехворіли без особливих ускладнень	Ні	Позитивно	Так	Так	Ні	Люди черпають інформацію з недостовірних джерел абсолютно не перевіряючи її і не осмислюючи критично. Багато людей мають проблеми з роботою з інформацією і вірять всьому, що прочитають, або лише тому, що підтверджує їхню точку зору навіть якщо вона хибна. І це стосується не тільки вакцинації 	16-25
12/21/2021 9:02:39	Викладач 	Так, вважаю	Скоріше так	Скоріше так	Ні	Ні	Близько трьох чвертей знайомих	Ніяк не позначилося	Серед знайомих є люди з ускладненнями	Ні	Скоріше позитивно	Ні	Так	Ні	Недовіра до медицини та уряду з питань, не пов'язаних із COVID, низький рівень освіченості населення.	25-35
12/21/2021 9:03:12	Не працюю	Так, вважаю	Ні, не довіряю	Скоріше так	Ні	Важко відповісти	Близько трьох чвертей знайомих	Далося взнаки негативно, відчуваю засудження	Серед знайомих є люди з ускладненнями	Ні	Скоріше позитивно	Так	Ні	Ні	Недовіра до влади і погано проведена  компанія Вакцинування	25-35
12/21/2021 9:03:26	Інженер	Так, вважаю	Так, довіряю	Скоріше так	Ні	Так	Близько половини знайомих	Далося взнаки позитивно, відчуваю підтримку	Мої знайомі перехворіли без особливих ускладнень	Ні	Позитивно	Так	Так	Ні	Страх від того, що не знають, якій інформації вірити	35-45
12/21/2021 9:03:44	Sales Manager	Так, вважаю	Скоріше так	Скоріше так	Так	Ні	Всі або майже всі	Далося взнаки позитивно, відчуваю підтримку	Мої знайомі перехворіли без особливих ускладнень	Ні	Позитивно	Так	Так	Так	Страх і недовіра	35-45
12/21/2021 9:04:49	Інженер	Так, вважаю	Скоріше так	Скоріше так	Ні	Ні	Близько трьох чвертей знайомих	Ніяк не позначилося	Серед знайомих є люди з ускладненнями	Ні	Позитивно	Так	Так	Ні	Потужня дезінформація в тому числі і на держ каналах	35-45
12/21/2021 9:05:23	Фахівець	Так, вважаю	Так, довіряю	Так, довіряю	Ні	Ні	Всі або майже всі	Ніяк не позначилося	Серед знайомих є загиблі	Ні	Позитивно	Так	Так	Ні	Необізнаність вакцинації	25-35
12/21/2021 9:12:02	Лікар-інтерн невролоо	Так, вважаю	Скоріше ні	Скоріше так	Ні	Так	Всі або майже всі	Ніяк не позначилося	Мої знайомі перехворіли без особливих ускладнень	Ні	Скоріше негативно	Так	Ні	Так	Люди не мають довіри до уряду/влади, думають, що іх як завжди хочуть обманути. І як часто чую « безкоштовний сир - тільки у мишоловці»	16-25
12/21/2021 9:13:45	Аспірант	Так, вважаю	Скоріше ні	Скоріше так	Ні	Важко відповісти	Близько трьох чвертей знайомих	Ніяк не позначилося	Мої знайомі перехворіли без особливих ускладнень	Ні	Позитивно	Так	Так	Ні	Страх	25-35
12/21/2021 9:13:56	декрет	Так, вважаю	Так, довіряю	Скоріше так	Ні	Важко відповісти	Близько чверті знайомих	Ніяк не позначилося	Серед знайомих є загиблі	Ні	Позитивно	Так	Так	Ні	міфи, шлак в ФБ та інтернеті	25-35
12/21/2021 9:15:50	IT	Так, вважаю	Так, довіряю	Так, довіряю	Так	Ні	Близько трьох чвертей знайомих	Ніяк не позначилося	Серед знайомих є загиблі	Ні	Позитивно	Так	Так	Ні	Тупість	25-35
12/21/2021 9:29:21	Логімт	Ні, не вважаю	Скоріше так	Так, довіряю	Ні	Так	Всі або майже всі	Ніяк не позначилося	Серед знайомих є загиблі	Ні	Скоріше позитивно	Так	Ні	Ні	Несовідченість і не вміння самим аналізувати інформацію. 	25-35
12/21/2021 9:29:43	Художница	Так, вважаю	Так, довіряю	Скоріше так	Ні	Ні	Близько половини знайомих	Ніяк не позначилося	Серед знайомих є загиблі	Ні	Позитивно	Так	Так	Ні	Недостатня інформованість. Негативне ставлення деяких лікарів до вакцинації, залякування пацієнтів.	25-35
12/21/2021 9:29:49	Официант	Так, вважаю	Ні, не довіряю	Скоріше ні	Ні	Так	Близько чверті знайомих	Далося взнаки негативно, відчуваю засудження	Серед знайомих є люди з ускладненнями	Ні	Скоріше негативно	Ні	Так	Ні	Она не тестирована, на данный момент её вкалывают всем кому можно а у многих потом осложнения вплоть до смерти. При этом всем, сейчас еще и начинают колоть её детям, и я считаю это ужасно ввиду их не сформировавшегося иммунитета и как показывает практика тех же европейских стран, в 90% случаев - обязательно были осложнения и госпитализация. Люди боятся и это понятно, я не антиприпивочник, но конкретно эта вакцина и с какой силой нас пытаются принудить её вколоть - мне не внушает доверия.	25-35
12/21/2021 9:36:14	Декрет, банківський працівник	Так, вважаю	Скоріше ні	Скоріше ні	Так	Ні	Всі або майже всі	Ніяк не позначилося	Серед знайомих є загиблі	Ні	Скоріше негативно	Так	Ні	Ні	Те, що вакцина не захищає	25-35
12/21/2021 9:36:25	Декрет	Так, вважаю	Так, довіряю	Скоріше ні	Ні	Так	Близько трьох чвертей знайомих	Ніяк не позначилося	Серед знайомих є загиблі	Ні	Позитивно	Так	Так	Ні	Тупость	25-35
