"Timestamp"	"Коротко про те, ким ви працюєте:"	"category"	"probability"	"speciality_auto_detected"	"Чи вважаєте Ви COVID-19 небезпечним респіраторним захворюванням?"	"Чи довіряєте Ви уряду щодо кампанії вакцинації від COVID-19?"	"Чи довіряєте Ви сфері медицини, окрім кампанії вакцинації?"	"В цілому, я довіряю новинам:"	"Я вважаю, що усунення від роботи невакцинованих співробітників погіршує ситуацію:"	"Як багато Ваших знайомих вакциновано?"	"Як ваше рішення щодо вакцинації позначилося на ставленні людей до вас?"	"Як епідемія вплинула на ваших знайомих?"	"Ви готові придбати або вже придбали підроблений сертифікат COVID-19:"	"Крім питання персональної довіри до вакцин, в цілому ви ставитеся до вакцинації від COVID-19:"	"Ви вакциновані:"	"Незалежно від позиції по вакцинації, ви відстоюєте її:"	"Ви часто приєднуєтеся до громадських мітингів на важливі для вас теми:"	"У чому, на вашу думку, основна причина відмови людей від вакцинації?"	"Ваш вік"
"12/21/2021 7:58:56"	"Учитель"	"2-5"	1	"вчитель"	"Так, вважаю"	"Скоріше ні"	"Скоріше так"	"Ні"	"Ні"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Скоріше негативно"	"Так"	"Ні"	"Ні"	"Форма принуждения и противоречия а словах самих медиков"	"25-35"
"12/21/2021 7:59:02"	"Менеджер проектів"	"1-7"	1	"менеджер"	"Так, вважаю"	"Так, довіряю"	"Скоріше так"	"Ні"	"Ні"	"Всі або майже всі"	"Далося взнаки позитивно, відчуваю підтримку"	"Серед знайомих є загиблі"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Небажання брати відповідальність за своє життя, страх помилок"	"25-35"
"12/21/2021 8:02:39"	"Продавец"	"5-4"	1	"продавець"	"Так, вважаю"	"Ні, не довіряю"	"Так, довіряю"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Скоріше негативно"	"Ні"	"Ні"	"Ні"	"Боязнь негативных последствий после вакцинации,осложнений.Многие знакомые очень плохо чувствовали себя после вакцинации.
Лично я не вакцинируюсь потому,что ответственность за последствия и хранение вакцины не несёт абсолютно никтоТакже ситуацию накаляет то,что вакцинация не добровольная,а принудительная.Вирус постоянно мутирует,а вакцина все та же и утверждают что она все так же защищает.
Плюс ко всему правительство уже заявило,что двух доз уже недостаточно!!Не хотелось бы каждый год делать ревакцинации.Зачем заставлять людей,увольняя с работы,ущемляя их права,вакцинироваться абсолютно безопасной вакциной?
Раньше говорили,что ношение масок нам поможет победить вирус,теперь только вакцина,а что будет дальше?
Вся история с вирусом превратилась в огромную компания по ущемлении прав и свобод человека,людей лишили права выбора.
Зачем доводить людей до состояния говотовности сделать вакцинацию только для того,чтоб он мог ходить на роботу и кормить свою семью,людей запугали Нам не дают права осознанного выбора.
Ближайшее время не планирую вакцинироваться категорически.
Также не поддерживаю покупку сертификатов."	"25-35"
"12/21/2021 8:05:22"	"Сімецний лікар"	"2-2"	1	"лікар(2)"	"Так, вважаю"	"Так, довіряю"	"Скоріше ні"	"Так"	"Важко відповісти"	"Всі або майже всі"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Частіше всього взагалі не можуть пояснити відмову ,бояться вакцин ,тому що вони нові,ускладнень після вакцинації у вигляді тромбозів,безпліддя"	"45-60"
"12/21/2021 8:07:08"	"Психолог"	"2-2"	1	"психолог"	"Так, вважаю"	"Скоріше так"	"Скоріше ні"	"Так"	"Важко відповісти"	"Близько половини знайомих"	"Ніяк не позначилося"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Страх понизити вакциною імунітет чи отримати негативні наслідки для здоров'я від вакцини"	"35-45"
"12/21/2021 8:12:00"	"Програміст"	"2-1"	1	"програміст"	"Так, вважаю"	"Скоріше так"	"Скоріше так"	"Ні"	"Ні"	"Близько трьох чвертей знайомих"	"Далося взнаки позитивно, відчуваю підтримку"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Недовіра і тупість"	"25-35"
"12/21/2021 8:12:02"	"ПП"	"1-7"	1	"пп"	"Так, вважаю"	"Ні, не довіряю"	"Скоріше так"	"Ні"	"Ні"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Скоріше позитивно"	"Так"	"Так"	"Ні"	"Погана роз'яснювальна робота і повна відсутність контролю за корантинними обмеженнями"	"35-45"
"12/21/2021 8:15:06"	"Розробник ПЗ"	"2-1"			"Так, вважаю"	"Скоріше так"	"Так, довіряю"	"Так"	"Ні"	"Всі або майже всі"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Позитивно"	"Так"	"Ні"	"Ні"	"Не розуміють механізм її роботи, схильні вірити у народну медицину та ""магічні таблетки"" через брак освіти"	"25-35"
"12/21/2021 8:15:28"	"Викладач"	"2-5"	1	"викладач"	"Так, вважаю"	"Так, довіряю"	"Скоріше так"	"Ні"	"Ні"	"Близько половини знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Низький рівень обізнаності і критичного мислення."	"35-45"
"12/21/2021 8:17:15"	"Лікар"	"2-2"	1	"лікар"	"Так, вважаю"	"Скоріше так"	"Скоріше так"	"Ні"	"Ні"	"Близько половини знайомих"	"Ніяк не позначилося"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Низька усвідомлюваність всієї проблеми від даної хвороби, недовіра до влади. На мою думку коли питтання стоїть пандемії то вакцинація не може бути добровільною, уряд повинен запровадити такі дії, щоб змушені були вакцинуватися майже всі.  в громадському трансорті в мене нієдиного разу за весь час не попросили сертифікат вакцинації"	"25-35"
"12/21/2021 8:17:47"	"Інтернет магазин"	"5-4"			"Так, вважаю"	"Так, довіряю"	"Скоріше так"	"Так"	"Важко відповісти"	"Близько половини знайомих"	"Далося взнаки позитивно, відчуваю підтримку"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Небажання думати. А ще погана інформаційна компанія щодо вакцинації загалом - з дитинства роблять щеплення, а розказати про реальну їх важливість забувають."	"25-35"
"12/21/2021 8:19:04"	"В системі освіти"				"Так, вважаю"	"Так, довіряю"	"Скоріше так"	"Так"	"Ні"	"Всі або майже всі"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Релігія та антивакцинаторська кампанія в інтернеті"	"35-45"
"12/21/2021 8:21:38"	"Фрилансер"	"3-10"	1	"фрілансер"	"Так, вважаю"	"Скоріше так"	"Так, довіряю"	"Ні"	"Важко відповісти"	"Близько чверті знайомих"	"Далося взнаки негативно, відчуваю засудження"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Страх, непонимание и нежелание разобраться "	"25-35"
"12/21/2021 8:24:24"	"Медсестра"	"2-2"			"Так, вважаю"	"Скоріше так"	"Так, довіряю"	"Ні"	"Ні"	"Близько половини знайомих"	"Далося взнаки негативно, відчуваю засудження"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Ідіотизм"	"16-25"
"12/21/2021 8:28:08"	"Фрілансер, копірайтер"	"3-10"	0.947368421052632	"фрілансер"	"Так, вважаю"	"Скоріше так"	"Скоріше так"	"Так"	"Важко відповісти"	"Близько трьох чвертей знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Позитивно"	"Ні"	"Так"	"Ні"	"Відсутність критичного мислення, віра в ""великий зговір"", відсутність елементарних знань з біології, магічне мислення."	"25-35"
"12/21/2021 8:28:59"	"Лікар "	"2-2"	1	"лікар"	"Так, вважаю"	"Скоріше ні"	"Скоріше так"	"Ні"	"Ні"	"Близько половини знайомих"	"Далося взнаки негативно, відчуваю засудження"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Скоріше позитивно"	"Так"	"Ні"	"Ні"	"Провалена кампанія щодо популяризації вакцинації, примус, дивна поведінка політиків "	"25-35"
"12/21/2021 8:29:28"	"Не працю"	"10-10"	0.941176470588235	"не працюю"	"Так, вважаю"	"Скоріше ні"	"Скоріше ні"	"Ні"	"Так"	"Близько чверті знайомих"	"Далося взнаки негативно, відчуваю засудження"	"Серед знайомих є загиблі"	"Ні"	"Скоріше позитивно"	"Так"	"Ні"	"Ні"	"Тиск з боку влади, страх ускладнень, недовіра"	"25-35"
"12/21/2021 8:29:30"	"Продавець-консультант"	"5-4"			"Так, вважаю"	"Скоріше так"	"Скоріше ні"	"Так"	"Важко відповісти"	"Близько трьох чвертей знайомих"	"Ніяк не позначилося"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Скоріше позитивно"	"Так"	"Ні"	"Ні"	"Недовіра"	"35-45"
"12/21/2021 8:31:22"	"Медичний представник"				"Так, вважаю"	"Так, довіряю"	"Ні, не довіряю"	"Ні"	"Ні"	"Близько половини знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Недостатність знань та інформованості. Необхідно більше роз'яснити суспільству, що ковід то ворог, а побороти зможемо лише всі разом! Лише спільними зусиллями та колективним імунітетом- інакше кількість варіацій віруса та мутацій розтягнеться на роки."	"25-35"
"12/21/2021 8:35:48"	"IT"	"2-1"	1	"it"	"Так, вважаю"	"Так, довіряю"	"Скоріше так"	"Ні"	"Ні"	"Близько трьох чвертей знайомих"	"Далося взнаки позитивно, відчуваю підтримку"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Скоріше позитивно"	"Так"	"Так"	"Ні"	"Хибна інформація з недостовірних джерел"	"25-35"
"12/21/2021 8:38:23"	"finance"	"3-3"			"Так, вважаю"	"Скоріше так"	"Скоріше ні"	"Ні"	"Важко відповісти"	"Близько половини знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Скоріше позитивно"	"Так"	"Ні"	"Ні"	"полное отсутствие честной информации, и она слишком сложна для понимания обычного человека, нет доверяю ничему, что транслируют"	"35-45"
"12/21/2021 8:39:37"	"Бухгалтером"	"3-3"	0.9	"бухгалтер"	"Так, вважаю"	"Скоріше так"	"Скоріше ні"	"Ні"	"Ні"	"Близько половини знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Позитивно"	"Так"	"Так"	"Так"	"Тупість і відсутність критичного мислення"	"45-60"
"12/21/2021 8:41:55"	"Бухгалтер "	"3-3"	1	"бухгалтер"	"Так, вважаю"	"Так, довіряю"	"Скоріше так"	"Так"	"Важко відповісти"	"Близько половини знайомих"	"Ніяк не позначилося"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Страх побочных реакций в дальнейшем "	"25-35"
"12/21/2021 8:44:46"	"Бармен"	"5-4"			"Так, вважаю"	"Так, довіряю"	"Так, довіряю"	"Ні"	"Ні"	"Близько трьох чвертей знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Позитивно"	"Так"	"Так"	"Так"	"Неосвіченість "	"25-35"
"12/21/2021 8:45:36"	"Бухгалтер"	"3-3"	1	"бухгалтер"	"Так, вважаю"	"Скоріше так"	"Скоріше так"	"Так"	"Важко відповісти"	"Всі або майже всі"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Скоріше позитивно"	"Так"	"Так"	"Ні"	"Незнання. Недостатньо ознайомлені з доказовими джерелами інформації про виготовлення вакцини, дослідження вакцини, можливі наслідки вакцинації. Чомусь нереальна інформація швидко поширюється у соцмережах (наприклад, чіпування і т.д.), а справжню потрібно шукати. Людям потрібно правильно донести інформацію про вакцинацію, заспокоїти, розповідати про переваги."	"25-35"
"12/21/2021 8:45:39"	"Фахівець студ відділу в університеті"	"11-10"	0.727272727272727	"студент(2)"	"Так, вважаю"	"Скоріше так"	"Так, довіряю"	"Ні"	"Так"	"Близько трьох чвертей знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Позитивно"	"Так"	"Ні"	"Ні"	". Погана обізнаність людей"	"25-35"
"12/21/2021 8:50:49"	"Адміністратор салону краси"	"1-7"	1	"адміністратор"	"Так, вважаю"	"Так, довіряю"	"Так, довіряю"	"Ні"	"Важко відповісти"	"Близько трьох чвертей знайомих"	"Далося взнаки позитивно, відчуваю підтримку"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"В тупості і вірі в чіпування і тд. Ніхто не хоче звертатися до наукових джерел, проте коментарі в соц мережах для них достовірне джерело правдивої інформації."	"16-25"
"12/21/2021 8:51:12"	"Маркетолог"	"2-4"	1	"маркетолог"	"Так, вважаю"	"Скоріше так"	"Скоріше так"	"Ні"	"Важко відповісти"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Скоріше позитивно"	"Так"	"Ні"	"Ні"	"-"	"25-35"
"12/21/2021 8:51:40"	"Психолог"	"2-2"	1	"психолог"	"Так, вважаю"	"Скоріше ні"	"Так, довіряю"	"Ні"	"Так"	"Близько трьох чвертей знайомих"	"Далося взнаки негативно, відчуваю засудження"	"Серед знайомих є загиблі"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Довіра фейкам і пліткам, паніка"	"25-35"
"12/21/2021 8:54:04"	"Державна служба"	"5-4"	0.742857142857143	"державний службовець"	"Так, вважаю"	"Так, довіряю"	"Скоріше ні"	"Так"	"Важко відповісти"	"Близько чверті знайомих"	"Далося взнаки негативно, відчуваю засудження"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Недовіра до швидкої появи вакцини, недовіра до медицини, правління в цілому"	"25-35"
"12/21/2021 8:56:35"	"Інженер"	"2-1"	1	"інженер"	"Так, вважаю"	"Так, довіряю"	"Скоріше ні"	"Ні"	"Ні"	"Всі або майже всі"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Скоріше позитивно"	"Так"	"Так"	"Ні"	"Низький рівень освіти"	"25-35"
"12/21/2021 8:57:03"	"Військова"				"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Всі або майже всі"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Так"	"Так"	"Так"	"Насилля в її навязуванні"	"35-45"
"12/21/2021 8:59:08"	"Менеджер"	"1-7"	1	"менеджер"	"Так, вважаю"	"Так, довіряю"	"Скоріше так"	"Ні"	"Ні"	"Близько половини знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Позитивно"	"Так"	"Ні"	"Так"	"Необразованность. Упорство на тему ""я верю в ненаучную фигню, а ваша доказательная медицина - ерунда"""	"35-45"
"12/21/2021 9:01:47"	"Розробниця програмного забезпечення"	"2-1"			"Так, вважаю"	"Так, довіряю"	"Скоріше так"	"Ні"	"Ні"	"Близько трьох чвертей знайомих"	"Далося взнаки позитивно, відчуваю підтримку"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Люди черпають інформацію з недостовірних джерел абсолютно не перевіряючи її і не осмислюючи критично. Багато людей мають проблеми з роботою з інформацією і вірять всьому, що прочитають, або лише тому, що підтверджує їхню точку зору навіть якщо вона хибна. І це стосується не тільки вакцинації "	"16-25"
"12/21/2021 9:02:38"	"Викладач "	"2-5"	1	"викладач"	"Так, вважаю"	"Скоріше так"	"Скоріше так"	"Ні"	"Ні"	"Близько трьох чвертей знайомих"	"Ніяк не позначилося"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Скоріше позитивно"	"Ні"	"Так"	"Ні"	"Недовіра до медицини та уряду з питань, не пов'язаних із COVID, низький рівень освіченості населення."	"25-35"
"12/21/2021 9:03:12"	"Не працюю"	"10-10"	1	"не працюю"	"Так, вважаю"	"Ні, не довіряю"	"Скоріше так"	"Ні"	"Важко відповісти"	"Близько трьох чвертей знайомих"	"Далося взнаки негативно, відчуваю засудження"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Скоріше позитивно"	"Так"	"Ні"	"Ні"	"Недовіра до влади і погано проведена  компанія Вакцинування"	"25-35"
"12/21/2021 9:03:26"	"Інженер"	"2-1"	1	"інженер"	"Так, вважаю"	"Так, довіряю"	"Скоріше так"	"Ні"	"Так"	"Близько половини знайомих"	"Далося взнаки позитивно, відчуваю підтримку"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Страх від того, що не знають, якій інформації вірити"	"35-45"
"12/21/2021 9:03:44"	"Sales Manager"	"1-4"			"Так, вважаю"	"Скоріше так"	"Скоріше так"	"Так"	"Ні"	"Всі або майже всі"	"Далося взнаки позитивно, відчуваю підтримку"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Позитивно"	"Так"	"Так"	"Так"	"Страх і недовіра"	"35-45"
"12/21/2021 9:04:48"	"Інженер"	"2-1"	1	"інженер"	"Так, вважаю"	"Скоріше так"	"Скоріше так"	"Ні"	"Ні"	"Близько трьох чвертей знайомих"	"Ніяк не позначилося"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Потужня дезінформація в тому числі і на держ каналах"	"35-45"
"12/21/2021 9:05:22"	"Фахівець"				"Так, вважаю"	"Так, довіряю"	"Так, довіряю"	"Ні"	"Ні"	"Всі або майже всі"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Необізнаність вакцинації"	"25-35"
"12/21/2021 9:12:01"	"Лікар-інтерн невролоо"	"3-2"	0.727272727272727	"лікар-інтерн"	"Так, вважаю"	"Скоріше ні"	"Скоріше так"	"Ні"	"Так"	"Всі або майже всі"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Скоріше негативно"	"Так"	"Ні"	"Так"	"Люди не мають довіри до уряду/влади, думають, що іх як завжди хочуть обманути. І як часто чую « безкоштовний сир - тільки у мишоловці»"	"16-25"
"12/21/2021 9:13:44"	"Аспірант"				"Так, вважаю"	"Скоріше ні"	"Скоріше так"	"Ні"	"Важко відповісти"	"Близько трьох чвертей знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Страх"	"25-35"
"12/21/2021 9:13:55"	"декрет"	"10-10"	1	"декрет"	"Так, вважаю"	"Так, довіряю"	"Скоріше так"	"Ні"	"Важко відповісти"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"міфи, шлак в ФБ та інтернеті"	"25-35"
"12/21/2021 9:15:50"	"IT"	"2-1"	1	"it"	"Так, вважаю"	"Так, довіряю"	"Так, довіряю"	"Так"	"Ні"	"Близько трьох чвертей знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Тупість"	"25-35"
"12/21/2021 9:29:20"	"Логімт"	"2-4"			"Ні, не вважаю"	"Скоріше так"	"Так, довіряю"	"Ні"	"Так"	"Всі або майже всі"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Скоріше позитивно"	"Так"	"Ні"	"Ні"	"Несовідченість і не вміння самим аналізувати інформацію. "	"25-35"
"12/21/2021 9:29:43"	"Художница"	"2-8"			"Так, вважаю"	"Так, довіряю"	"Скоріше так"	"Ні"	"Ні"	"Близько половини знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Недостатня інформованість. Негативне ставлення деяких лікарів до вакцинації, залякування пацієнтів."	"25-35"
"12/21/2021 9:29:49"	"Официант"	"5-4"			"Так, вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Близько чверті знайомих"	"Далося взнаки негативно, відчуваю засудження"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Скоріше негативно"	"Ні"	"Так"	"Ні"	"Она не тестирована, на данный момент её вкалывают всем кому можно а у многих потом осложнения вплоть до смерти. При этом всем, сейчас еще и начинают колоть её детям, и я считаю это ужасно ввиду их не сформировавшегося иммунитета и как показывает практика тех же европейских стран, в 90% случаев - обязательно были осложнения и госпитализация. Люди боятся и это понятно, я не антиприпивочник, но конкретно эта вакцина и с какой силой нас пытаются принудить её вколоть - мне не внушает доверия."	"25-35"
"12/21/2021 9:36:13"	"Декрет, банківський працівник"	"10-10"	0.923076923076923	"декрет"	"Так, вважаю"	"Скоріше ні"	"Скоріше ні"	"Так"	"Ні"	"Всі або майже всі"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Скоріше негативно"	"Так"	"Ні"	"Ні"	"Те, що вакцина не захищає"	"25-35"
"12/21/2021 9:36:25"	"Декрет"	"10-10"	1	"декрет"	"Так, вважаю"	"Так, довіряю"	"Скоріше ні"	"Ні"	"Так"	"Близько трьох чвертей знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Тупость"	"25-35"
"12/21/2021 9:36:51"	"Домогосподарка"	"10-10"	1	"домогосподарка"	"Так, вважаю"	"Скоріше ні"	"Скоріше ні"	"Ні"	"Важко відповісти"	"Близько половини знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"""Страшилки"" з ЗМІ від самих же лікарів, про наслідки вакцинації. Чому між лікарями не має єдності, одні говорять - обов'язково треба вакцинуватися. Це єдиний вихід!!! Інші - розповідають про страшні наслідки, про безпліддя, про народження дітей з вадами і т. і. 
Коли не допускають до роботи, бо не вакцинований, яка може бути довіра до вакцинації? Якщо людей позбавляють права вибору. В цій ситуації і з'являються думки про якісь експеременти над людьми, і ці ж думки  підігрівають новини. 
Я домогосподарка, не допуском до роботи мене не залякати, 1000 грн мене не мотивує, від кафе, театру, фітнес клубу я можу відмовитися. Я за вакцинацію та я розумію страхи людей
Основна причина - не має в людей довіри до лікарів."	"25-35"
"12/21/2021 9:37:15"	"Мамою "	"10-10"			"Так, вважаю"	"Так, довіряю"	"Скоріше так"	"Так"	"Ні"	"Всі або майже всі"	"Далося взнаки позитивно, відчуваю підтримку"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Велика пропаганда"	"25-35"
"12/21/2021 9:40:50"	"Фриланс"	"3-10"	0.875	"фрілансер"	"Так, вважаю"	"Скоріше так"	"Скоріше так"	"Ні"	"Ні"	"Близько трьох чвертей знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Розповсюлження неправдивої інформаціїї"	"35-45"
"12/21/2021 9:44:26"	"Customer support in Fintech"	"5-3"			"Так, вважаю"	"Скоріше так"	"Так, довіряю"	"Так"	"Так"	"Близько половини знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Малоосвідченість (через те схильність додумувати і фантазувати)"	"16-25"
"12/21/2021 9:45:10"	"Самозайнятий"	"1-7"			"Так, вважаю"	"Так, довіряю"	"Так, довіряю"	"Так"	"Ні"	"Близько трьох чвертей знайомих"	"Ніяк не позначилося"	"Важко відповісти"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Люди тупі"	"25-35"
"12/21/2021 9:46:12"	"Лікар"	"2-2"	1	"лікар"	"Так, вважаю"	"Так, довіряю"	"Так, довіряю"	"Ні"	"Ні"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Деградація "	"25-35"
"12/21/2021 9:46:40"	"Викладач"	"2-5"	1	"викладач"	"Так, вважаю"	"Скоріше так"	"Так, довіряю"	"Ні"	"Ні"	"Всі або майже всі"	"Ніяк не позначилося"	"Серед знайомих ніхто не захворів"	"Ні"	"Скоріше позитивно"	"Так"	"Так"	"Ні"	"Страх і недовіра"	"25-35"
"12/21/2021 9:46:48"	"Інтерн"	"3-2"			"Так, вважаю"	"Так, довіряю"	"Скоріше так"	"Ні"	"Ні"	"Всі або майже всі"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Тупість"	"16-25"
"12/21/2021 9:47:59"	"Маркетинг"	"2-4"	0.736842105263158	"маркетолог"	"Так, вважаю"	"Скоріше ні"	"Скоріше ні"	"Ні"	"Ні"	"Всі або майже всі"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Недоверие к государственным институтам - власти, которая агитирует за вакцинацию, и медицине, которая её проводит. Лично мое мнение и решение базируется на рекомендациях ВОЗ, надгосударственной организации с отсутствием финансового интереса."	"25-35"
"12/21/2021 9:48:56"	"Лікарка"	"2-2"	0.833333333333333	"лікар"	"Так, вважаю"	"Так, довіряю"	"Так, довіряю"	"Так"	"Ні"	"Близько трьох чвертей знайомих"	"Далося взнаки позитивно, відчуваю підтримку"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Недостатня інформованість, недооцінка ризиків"	"25-35"
"12/21/2021 9:49:19"	"Викладач"	"2-5"	1	"викладач"	"Так, вважаю"	"Так, довіряю"	"Скоріше так"	"Так"	"Ні"	"Всі або майже всі"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Тупість"	"25-35"
"12/21/2021 9:50:34"	"Интернет-реклама"	"5-4"			"Так, вважаю"	"Ні, не довіряю"	"Так, довіряю"	"Ні"	"Так"	"Всі або майже всі"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Скоріше негативно"	"Так"	"Ні"	"Ні"	"Нет доверия к вакцине, принудиловка. "	"25-35"
"12/21/2021 9:50:46"	"проектувальник "	"2-1"	0.769230769230769	"тестувальник"	"Так, вважаю"	"Так, довіряю"	"Так, довіряю"	"Ні"	"Важко відповісти"	"Всі або майже всі"	"Ніяк не позначилося"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"малоосвіченість"	"16-25"
"12/21/2021 9:50:47"	"Домогосподарка"	"10-10"	1	"домогосподарка"	"Так, вважаю"	"Скоріше так"	"Так, довіряю"	"Так"	"Ні"	"Близько трьох чвертей знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Недовіра до влади і медичної системи"	"35-45"
"12/21/2021 9:51:06"	"проектувальник "	"2-1"	0.769230769230769	"тестувальник"	"Так, вважаю"	"Так, довіряю"	"Так, довіряю"	"Ні"	"Важко відповісти"	"Всі або майже всі"	"Ніяк не позначилося"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"малоосвіченість"	"16-25"
